file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0144416345
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.5333414
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0039724754
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.16751817
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.12445939
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.024530496
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.004974357
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.34578967
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.09117264
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.043868992
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0011473824
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0051616845
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8934611
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.646021
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.012761794
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.019978503
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.14416876
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.016922835
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00017484649
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.00014410286
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9682256
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.25776464
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.98448306
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9902468
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9415663
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.19735298
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9751534
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.047087785
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9811787
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.28008536
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.38842434
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.06368539
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.14676888
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.007958056
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0022742937
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.015957242
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.041664086
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0027937281
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.18250681
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0049356543
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.035366725
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0067668436
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.008452162
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0024157153
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.011309499
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.8293961
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.010832736
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.052804466
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.22422743
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.87331855
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.74838805
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.98597753
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.009261807
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.0066384203
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.027223786
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.13155726
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.022517003
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0003437575
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.0028262173
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.001638336
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.29536235
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.00096242345
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.03917508
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0058620917
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.55293375
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.40408063
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.07933421
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.010567686
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.5111262
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.0067638955
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0062467745
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.099496745
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.035832603
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.6991199
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.8198034
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9716589
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.9620708
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.99503434
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.9673399
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.98457676
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.94372135
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9788144
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.97736746
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.98473454
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.649325
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9751857
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9768499
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9119436
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9735594
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.0036466867
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.98136395
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.14221896
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.19118276
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.00650717
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.9954513
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.41780105
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.03143345
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.0119458595
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.11533454
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.5426841
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.032229174
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.008887646
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.028397072
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.02006275
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.61639875
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.82303095
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.971446
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0012379038
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.98171496
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.011264108
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.0074505443
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.01830535
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.07372136
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0030089912
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.59463453
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.029819833
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.7452637
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.126513
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.04048669
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.010890687
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.61013913
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.10918121
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.0050368067
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.5673862
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.27786788
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.00065688405
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.0048469277
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.0050954893
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.18009512
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.024674285
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.15388277
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.0005437072
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.61005867
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.3565644
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.22279273
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.34978843
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.059141584
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.012773647
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.086330205
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.042241428
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.020599058
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.044416178
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.02653542
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.56814486
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.7967351
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.028662749
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.8768182
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.011460372
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0030544302
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8855386
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.018119825
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.24052325
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.002136393
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.010276199
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.110962115
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.8790488
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.28910446
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.9168694
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.97023004
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.95696884
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9932533
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.97113174
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.9770347
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.9661598
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.99246734
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.8561195
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.97982454
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.9511374
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.99117965
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.8797366
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.9869846
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.9503925
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.41517305
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.96626085
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.98727906
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.00060554943
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.00035924706
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.99559915
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.014069367
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.008678119
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.0010195819
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.014036359
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.030525548
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.98650914
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.052266996
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.000317421
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.019358564
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.007468649
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.025135702
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.22329481
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.002264751
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.03191094
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.0005346954
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.0051940377
