file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.02111127,0.21361765,0.22322103,0.15264998333333332
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.55480313,0.5305688,0.2418461,0.44240601
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.005915537,0.04805535,0.06687343,0.040281438999999995
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.31530145,0.4826862,0.20605674,0.3346814633333333
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.5503662,0.018061398,0.490829,0.35308553266666665
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12514779,0.06996174,0.17277795,0.12262916000000001
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0047607343,0.0076902453,0.0006859067,0.0043789621
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.19769898,0.087276265,0.026956832,0.10397735899999999
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.01201606,0.06326558,0.41058716,0.16195626666666665
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.016927907,0.0039593377,0.005827146,0.0089047969
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.02628206,0.025377791,0.12355908,0.05840631033333333
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0024673515,0.010087439,0.0005914214,0.004382070633333333
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86352676,0.9103961,0.95380485,0.90924257
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.875712,0.6856426,0.7261306,0.7624950666666667
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0060222317,0.6425733,0.009814955,0.21947016223333335
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.29146093,0.08322143,0.06245051,0.14571095666666667
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.051794168,0.052317224,0.12004082,0.074717404
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.07489592,0.0039500906,0.023880282,0.034242097533333335
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0014706104,0.020241255,7.103912e-05,0.007260968173333333
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0038170065,0.015691537,0.0655522,0.02835358116666667
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8327119,0.87450695,0.78389794,0.8303722633333334
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.26843074,0.36485502,0.23180124,0.28836233333333333
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96996963,0.976478,0.99269825,0.9797152933333333
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9622431,0.9706515,0.974256,0.9690502
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9706334,0.9753914,0.9489512,0.964992
