file_id,organism,locus_tag,ess,conf,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.036032084,0.0180173415249
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.21421465,0.222486355
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.0247719,0.0182924795
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.44177678,0.37022367
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.10416359,0.170407535
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.03887496,0.0493106035
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.00011477008,0.02622877704
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.107053734,0.151901967
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.65833926,0.3356393085
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.0057872245,0.02348964325
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.04354033,0.0228619932
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.044640977,0.037719517
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.9160819,0.889545885
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.77859086,0.70937193
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.00061897386,0.00176564808
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.002666854,0.0095441605
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.04147391,0.08030767
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.000261031,0.00266839585
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.00017615795,0.002685518975
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,8.858107e-06,0.0035119789035
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.7990128,0.80532565
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.42003208,0.19546542,0.30774875
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9597631,0.9787178,0.96924045
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9613583,0.9811623,0.9712603
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9466852,0.97950774,0.96309647
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20976302,0.26009604,0.23492953
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98150086,0.9631583,0.97232958
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.04909416,0.33488965,0.191991905
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.97050595,0.96404016,0.9672730549999999
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.70350504,0.088446245,0.3959756425
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.46883312,0.74810255,0.608467835
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.09500919,0.0006083875,0.04780878875
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0025779023,0.014572338,0.00857512015
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.026465585,0.016322572,0.0213940785
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0126466155,0.00219528,0.00742094775
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0007923425,0.008127568,0.00445995525
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.10270126,0.42940354,0.26605239999999997
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.010652636,0.044481333,0.0275669845
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0817314,0.31600022,0.19886581
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.17710568,0.105265856,0.141185768
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.058289554,0.11998099,0.089135272
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.19977261,0.050528295,0.1251504525
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.008858878,0.00084100396,0.00484994098
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0009669261,0.002410152,0.00168853905
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.0033526674,0.030302372,0.0168275197
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9468801,0.9367485,0.9418143
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.030117478,0.054216173,0.0421668255
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.00072427443,0.0009923753,0.0008583248650000001
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2829895,0.3162614,0.29962545
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.75690234,0.6134768,0.68518957
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.8933968,0.97936624,0.9363815200000001
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.97976905,0.99897456,0.989371805
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.12834376,0.005517055,0.0669304075
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.02288935,0.008316297,0.0156028235
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.0031809895,0.00050725514,0.0018441223200000001
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.05277617,0.00095867034,0.02686742017
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.042192556,0.77379704,0.40799479800000005
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.00865098,0.0031145539,0.00588276695
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.0075799925,0.03055527,0.01906763125
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00013579022,0.0073701325,0.0037529613600000003
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.20164904,0.08918174,0.14541539
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.007089071,0.14706357,0.0770763205
