file_id,organism,locus_tag,ess,conf,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.22322103,0.036032084,0.0864185710166
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.2418461,0.21421465,0.22893960333333332
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.06687343,0.0247719,0.034486129666666664
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.20605674,0.44177678,0.31550136
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.490829,0.10416359,0.27721469
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.17277795,0.03887496,0.09046638566666666
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0006859067,0.00011477008,0.01771448692666667
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.026956832,0.107053734,0.11025358866666667
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.41058716,0.65833926,0.3606219256666667
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.005827146,0.0057872245,0.017602144166666667
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.12355908,0.04354033,0.05642768880000001
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.0005914214,0.044640977,0.025343485133333333
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.95380485,0.9160819,0.91096554
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.7261306,0.77859086,0.7149581533333333
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.009814955,0.00061897386,0.004448750386666666
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.06245051,0.002666854,0.02717961033333333
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.12004082,0.04147391,0.09355205333333334
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.023880282,0.000261031,0.009739024566666666
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,7.103912e-05,0.00017615795,0.00181402569
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.0655522,8.858107e-06,0.024192052602333338
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.78389794,0.7990128,0.7981830799999999
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.42003208,0.23180124,0.19546542,0.2824329133333333
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9597631,0.99269825,0.9787178,0.9770597166666667
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9613583,0.974256,0.9811623,0.9722588666666668
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9466852,0.9489512,0.97950774,0.95838138
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20976302,0.23715809,0.26009604,0.23567238333333332
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98150086,0.99197394,0.9631583,0.9788777
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.04909416,0.13308676,0.33488965,0.17235685666666667
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.97050595,0.9647898,0.96404016,0.9664453033333333
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.70350504,0.6200852,0.088446245,0.4706788283333334
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.46883312,0.6693283,0.74810255,0.6287546566666666
