file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0022182844,0.013902548,0.05427317,0.02346466746666667
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.36548102,0.3984273,0.30304396,0.35565076
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.012484532,0.020046884,0.05927424,0.030601885333333332
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.3473259,0.124681056,0.10231977,0.191442242
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.03290172,0.018912425,0.10440409,0.052072745000000004
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.027655441,0.17640318,0.24278305,0.14894722366666666
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.02017212,0.016366115,0.004802279,0.013780171333333334
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.048478726,0.29909474,0.30271155,0.216761672
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.5879784,0.13593064,0.18125132,0.30172012
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.03303966,0.0016422652,0.08937505,0.04135232506666667
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.005888389,0.061952513,0.06374784,0.043862913999999996
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.012637229,0.012219005,0.014070108,0.012975447333333332
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.7324549,0.9138407,0.9146691,0.8536549
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68538654,0.7774868,0.6717101,0.7115278133333334
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.02089342,0.08594764,0.007981166,0.03827407533333333
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.5177415,0.3526258,0.119035706,0.329801002
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.04192243,0.07542405,0.086042665,0.06779638166666667
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.009236075,0.003154792,0.023512518,0.011967794999999998
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.312672,0.0013366318,0.17119507,0.16173456726666666
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.009491203,0.018918926,0.003494004,0.010634711
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8268571,0.82119036,0.94204104,0.8633628333333333
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.37233585,0.489627,0.6328952,0.49828601666666666
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.77045745,0.97281396,0.87425685,0.87250942
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.93722624,0.9894944,0.9528929,0.95987118
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9298551,0.9759856,0.9773791,0.9610732666666667
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.12448243,0.4234285,0.5440116,0.3639741766666667
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9481441,0.9298931,0.98253953,0.9535255766666667
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.016953604,0.0052081794,0.36975747,0.13063975113333334
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.90049005,0.9316396,0.98344433,0.93852466
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.56787056,0.4789371,0.6023676,0.5497250866666666
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6601023,0.7502769,0.8029081,0.7377624333333334
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.075912364,0.43023896,0.07538428,0.1938452013333333
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.021361979,0.003131677,0.057380658,0.027291438
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.00015547512,0.0013439282,0.0009054978,0.0008016337066666665
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.001215246,0.061345395,0.027755763,0.030105468
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0025409926,0.0062634884,0.005630476,0.004811652333333333
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.38235545,0.032487266,0.031225737,0.14868948433333332
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0064067435,0.064996995,0.15168224,0.07436199283333333
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.049706396,0.05227141,0.010850505,0.037609437
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013084368,0.031860333,0.013080009,0.01934157
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.011355342,0.09055999,0.0960736,0.06599631066666667
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0073983236,0.006956179,0.003028307,0.005794269866666667
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0022627616,0.010281851,0.021256303,0.011266971866666668
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0014062291,0.08001565,0.0006666394,0.0273628395
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.26635018,0.08413055,0.015784865,0.12208853166666667
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9157466,0.9566485,0.9771375,0.9498441999999999
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0031104276,0.039718896,0.009982854,0.017604059199999997
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0013364422,0.003025094,6.439515e-05,0.0014753104500000002
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2093381,0.57082134,0.43934125,0.40650022999999996
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.29747108,0.9207987,0.8636613,0.6939770266666666
