file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.127505
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.20884562
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.05141707
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.39786145
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.21815598
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.26248485
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.02319504
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.28715718
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.02714581
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.024203263
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00073666434
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0022502933
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.91014344
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.7656661
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.022304963
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.029650845
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.062204175
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.060388904
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0035460263
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.012499502
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.857425
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.5276821
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.92604303
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.97482854
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9613894
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.692679
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9065631
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0032010803
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.98385394
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.59538513
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.74251556
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.0027561765
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.06099974
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.12919745
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.009778652
