file_id,organism,locus_tag,ess,conf,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.11113099,0.22505835,0.16809467
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.2498359,0.8008562,0.52534605
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.22598226,0.050524123,0.13825319149999998
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.38554654,0.6071297,0.49633812
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.27850533,0.1037867,0.191146015
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.36580232,0.17091724,0.26835978
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.09794156,0.06363505,0.080788305
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.3070608,0.5026325,0.40484665000000003
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.177305,0.10619846,0.14175173
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.31810293,0.12859772,0.22335032500000002
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.021013614,0.042228326,0.03162097
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.015791103,0.032080814,0.0239359585
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.81017417,0.87975913,0.8449666499999999
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.75381523,0.7708335,0.762324365
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.18578716,0.021878103,0.10383263150000001
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.22065951,0.044420887,0.1325401985
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.23665181,0.13837087,0.18751134
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.21335204,0.09852075,0.155936395
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.013479558,0.16381827,0.088648914
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.06800281,0.028000388,0.048001599
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.7640917,0.81142265,0.7877571750000001
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.4624262,0.25610808,0.35926714000000004
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.8341869,0.9441373,0.8891621
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.88204074,0.9471594,0.91460007
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.8314122,0.88642585,0.8589190250000001
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.63287324,0.47517595,0.554024595
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9041894,0.90116656,0.90267798
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.1179631,0.00670513,0.062334115
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.8983999,0.98598284,0.94219137
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6266344,0.5123285,0.5694814500000001
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6447327,0.76028156,0.7025071300000001
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.41083032,0.004594278,0.20771229900000002
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.3032444,0.13415161,0.21869800500000003
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.18163905,0.027640997,0.1046400235
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.104700714,0.0022217827,0.05346124835
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.06223288,0.026268262,0.044250571
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.4517371,0.64602625,0.5488816750000001
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.29752132,0.042048432,0.16978487599999997
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.2372207,0.40354607,0.32038338499999997
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.26431623,0.129728,0.197022115
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.35535505,0.159453,0.25740402500000004
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.080189146,0.016554924,0.048372035
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.14093466,0.036815193,0.08887492649999999
