file_id,organism,locus_tag,ess,conf,conf_bos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.21361765,0.036032084,0.08321744434993332
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.5305688,0.21421465,0.3251805033333333
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.04805535,0.0247719,0.02821343633333333
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.4826862,0.44177678,0.40771118
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.018061398,0.10416359,0.11962548933333332
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.06996174,0.03887496,0.05619431566666666
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0076902453,0.00011477008,0.020049266460000003
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.087276265,0.107053734,0.13036006633333333
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.06326558,0.65833926,0.24484806566666664
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.0039593377,0.0057872245,0.016979541400000003
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.025377791,0.04354033,0.02370059246666667
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.010087439,0.044640977,0.028508824333333332
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.9103961,0.9160819,0.8964959566666666
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.6856426,0.77859086,0.7014621533333333
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.6425733,0.00061897386,0.21536819872000001
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.08322143,0.002666854,0.03410325033333333
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.052317224,0.04147391,0.07097752133333333
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.0039500906,0.000261031,0.0030956274333333333
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.020241255,0.00017615795,0.008537430983333332
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.015691537,8.858107e-06,0.007571831602333333
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.87450695,0.7990128,0.8283860833333333
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.42003208,0.36485502,0.19546542,0.3267841733333333
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9597631,0.976478,0.9787178,0.9716529666666666
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9613583,0.9706515,0.9811623,0.9710573666666665
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9466852,0.9753914,0.97950774,0.9671947799999999
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20976302,0.34173593,0.26009604,0.27053166333333334
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98150086,0.9839072,0.9631583,0.9761887866666666
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.04909416,0.035631668,0.33488965,0.139871826
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.97050595,0.9888265,0.96404016,0.9744575366666667
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.70350504,0.72186136,0.088446245,0.5046042150000001
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.46883312,0.7412384,0.74810255,0.65272469
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.09500919,0.110606976,0.0006083875,0.06874151783333333
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0025779023,0.0069366507,0.014572338,0.008028963666666666
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.026465585,0.017382555,0.016322572,0.020056904
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0126466155,0.002218331,0.00219528,0.005686742166666667
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0007923425,0.050745074,0.008127568,0.019888328166666667
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.10270126,0.109924726,0.42940354,0.21400984199999998
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.010652636,0.0741274,0.044481333,0.043087123000000005
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0817314,0.16142571,0.31600022,0.18638577666666667
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.17710568,0.03322996,0.105265856,0.10520049866666666
