file_id,organism,locus_tag,ess,conf,conf_aamean,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.11113099,0.13701946,0.12407522500000001
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.2498359,0.18233407,0.216084985
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.22598226,0.19977662,0.21287943999999998
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.38554654,0.42748874,0.40651764
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.27850533,0.20893556,0.243720445
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.36580232,0.24432532,0.30506382
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.09794156,0.042951453,0.0704465065
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.3070608,0.3764199,0.34174035
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.177305,0.06478776,0.12104638
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.31810293,0.30419105,0.31114699
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.021013614,0.0148735875,0.01794360075
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.015791103,0.0021236683,0.00895738565
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.81017417,0.84236234,0.826268255
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.75381523,0.7375424,0.745678815
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.18578716,0.0032079937,0.09449757685
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.22065951,0.12892742,0.17479346499999998
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.23665181,0.10233168,0.169491745
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.21335204,0.038575724,0.125963882
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.013479558,0.0060166167,0.00974808735
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.06800281,0.15009815,0.10905048
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.7640917,0.7070738,0.7355827500000001
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.4624262,0.5721864,0.5173063
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.8341869,0.8049735,0.8195802
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.88204074,0.9469569,0.9144988199999999
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.8314122,0.9232636,0.8773379
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.63287324,0.6539641,0.64341867
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9041894,0.89639914,0.9002942700000001
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.1179631,0.00992146,0.06394228
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.8983999,0.9426824,0.92054115
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6266344,0.72955626,0.67809533
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6447327,0.83005,0.73739135
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.41083032,0.11840639,0.264618355
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.3032444,0.11555273,0.209398565
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.18163905,0.056974504,0.119306777
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.104700714,0.10182338,0.103262047
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.06223288,0.021700313,0.041966596499999995
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.4517371,0.5228594,0.48729825
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.29752132,0.09111019,0.19431575499999998
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.2372207,0.1251921,0.1812064
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.26431623,0.20039594,0.232356085
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.35535505,0.29460162,0.324978335
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.080189146,0.019153459,0.0496713025
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.14093466,0.009571488,0.07525307399999999
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.011391581,0.010579844,0.0109857125
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.09885694,0.028693758,0.06377534900000001
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.86255544,0.90160215,0.882078795
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.058563523,0.0448592,0.0517113615
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.023550099,0.004922048,0.014236073500000002
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.6381509,0.7286309,0.6833909
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.57080716,0.70242196,0.6366145599999999
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6817356,0.8545774,0.7681565
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.93835986,0.93425894,0.9363094000000001
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.11004509,0.099523656,0.104784373
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.074843675,0.08944136,0.0821425175
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.36959794,0.19140683,0.280502385
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.27986178,0.11458552,0.19722365
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.060410354,0.005740397,0.0330753755
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.04540042,0.022563662,0.033982041
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.077194974,0.007835059,0.0425150165
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.047933027,0.090235226,0.06908412650000001
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.14434877,0.14324272,0.14379574499999997
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.03544733,0.059705246,0.047576287999999994
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.14520665,0.04993497,0.09757081
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.11948261,0.050869472,0.08517604100000001
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.59076536,0.46509883,0.527932095
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.4981397,0.52009404,0.50911687
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.4172316,0.29820856,0.35772008
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.39640933,0.33375448,0.36508190500000004
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.65125465,0.7224827,0.686868675
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.14287241,0.020409012,0.081640711
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.39402124,0.11750927,0.255765255
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.42753404,0.10291031,0.265222175
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.15933658,0.019459523,0.0893980515
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7403386,0.84351635,0.791927475
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.7710102,0.76122195,0.766116075
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9245738,0.9638328,0.9442033000000001
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.8968467,0.9171824,0.90701455
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.8320253,0.88530636,0.85866583
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.86515933,0.9640713,0.914615315
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.915622,0.9728482,0.9442351
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.86899793,0.8176034,0.843300665
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.85077065,0.88641006,0.868590355
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.93734545,0.9335785,0.935461975
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.8530324,0.92553616,0.88928428
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.745982,0.7912676,0.7686248
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.8502244,0.89315736,0.8716908800000001
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9138556,0.9382674,0.9260615
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.92010516,0.93062466,0.92536491
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.8248993,0.93841124,0.88165527
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.009803409,0.010341302,0.010072355500000001
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.90271235,0.9406452,0.921678775
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.4051534,0.55575037,0.480451885
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.26470217,0.028168542,0.14643535600000002
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.08989435,0.01678128,0.053337815
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.9177574,0.88803965,0.9028985249999999
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.52488804,0.25107396,0.387981
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.16670695,0.14708322,0.156895085
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.13609211,0.056102492,0.096097301
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.0038064576,0.0033065057,0.0035564816500000002
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.23519348,0.458982,0.34708774
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0021308183,0.0010751407,0.0016029795000000002
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.107112795,0.002170019,0.054641406999999996
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.13038187,0.06706953,0.0987257
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.14491767,0.062027697,0.1034726835
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.85079145,0.78426045,0.8175259500000001
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.85230637,0.7347286,0.793517485
