file_id,organism,locus_tag,ess,conf,conf_aamean,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.0028065036,0.011918284,0.005547784266666667
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.057683915,0.2130345,0.156257045
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.013576944,0.0050479374,0.0094103238
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.5155601,0.2464163,0.37124862666666664
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.005335719,0.012122089,0.09212594933333335
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.029885553,0.3094842,0.155671481
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.010686471,0.00476157,0.007742630866666667
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.08513819,0.04899127,0.18208880000000002
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0478353,0.25133193,0.16014001666666666
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.023725843,0.058048338,0.030444540166666662
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0024890455,0.019757459,0.007614981210000001
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,0.0026131421,5.1958257e-05,0.006222138118999999
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.92819536,0.9759278,0.9371971533333333
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8788647,0.25132677,0.6043356733333334
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00039715538,0.00032506807,0.00032431854333333333
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.0027508289,0.026440145,0.0108906911
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.20075214,0.12354145,0.0333277,0.11920709666666668
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0864298,0.06539698,0.0037776865,0.05186815549999999
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.13160239,0.03318478,0.30324662,0.15601126333333334
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.047742505,0.08296162,0.16050263,0.09706891833333335
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9240399,0.88960636,0.80694443,0.8735302300000001
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3046333,0.39735615,0.13932809,0.28043918
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96057826,0.9688709,0.81484115,0.9147634366666666
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9766018,0.98907673,0.97725165,0.9809767266666666
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.93935287,0.9777616,0.9543264,0.9571469566666666
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.35147077,0.13695194,0.035498615,0.17464044166666667
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.92798287,0.81690973,0.98320687,0.90936649
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0009384347,0.13255906,0.0029858311,0.04549444193333333
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.87741864,0.9450548,0.99204636,0.9381732666666668
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40387547,0.6526708,0.53765255,0.5313996066666667
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8164248,0.6072535,0.26508257,0.56292029
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.016749658,0.06755967,0.10934347,0.06455093266666667
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.17495458,0.039856136,0.062008116,0.09227294400000001
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0042640595,0.0031673291,0.016102618,0.007844668866666666
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.02389841,0.008312511,0.017999206,0.016736709
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.018124186,0.003540077,0.026047975,0.015904079333333335
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.1870422,0.02237788,0.027284967,0.07890168233333332
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.1243332,0.2055401,0.12093845,0.15027058333333335
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0021996892,0.091955654,0.25764656,0.11726730106666668
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0013063871,0.09819964,0.029261842,0.042922623033333336
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.021954251,0.0051229903,0.0059750318,0.011017424366666667
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.009882855,0.18551062,0.010747217,0.06871356399999999
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0057141017,0.015990041,0.04959833,0.023767490900000004
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0021644053,0.0027264915,0.013170636,0.006020510933333333
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.11124663,0.018750992,0.09369377,0.07456379733333333
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.93037874,0.8711967,0.9956683,0.93241458
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.002836136,0.03634214,0.08048703,0.03988843533333333
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0136753535,0.085011415,0.02209147,0.040259412833333334
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.5572427,0.53359824,0.24015196,0.4436643
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.6923845,0.7812698,0.57305074,0.6822350133333334
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6136881,0.6419546,0.45354438,0.5697290266666667
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99653697,0.98855966,0.98024195,0.9884461933333334
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.051979486,0.017595353,0.008762758,0.02611253233333333
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.06690481,0.032529388,0.095929116,0.06512110466666667
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.028177593,0.013477693,0.0011320356,0.014262440533333332
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.010814582,0.0018714587,0.005913367,0.006199802566666667
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.007118213,0.010702311,0.09791987,0.03858013133333334
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.32148823,0.011327646,0.0014632493,0.11142637510000002
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.010859722,0.049485322,0.0013703724,0.020571805466666666
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0005666391,0.0027793439,0.09855221,0.03396606433333333
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.011838379,0.045393918,0.1886268,0.08195303233333334
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.003098919,0.02953284,0.00019498689,0.01094224863
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.013669308,0.002656078,0.011775468,0.009366951333333333
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.00096392934,0.012212112,0.0006742991,0.004616780146666667
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.19399793,0.55453247,0.037492864,0.26200775466666665
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.39768314,0.60639316,0.2501147,0.41806366666666667
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.03072707,0.026967278,0.0034869947,0.020393780900000002
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.26464683,0.38703245,0.012525815,0.22140169833333334
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.32163998,0.6763746,0.59042263,0.5294790699999999
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.010545687,0.009418483,0.091199584,0.03705458466666667
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.05267682,0.51950806,0.042439315,0.20487473166666667
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.26079604,0.30465195,0.0445799,0.20334263
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.009532881,0.014521413,0.0144131435,0.012822479166666666
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7439702,0.38583302,0.9648587,0.6982206400000001
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.58773196,0.73592687,0.7825756,0.7020781433333334
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.964793,0.9204164,0.96448666,0.9498986866666667
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.9828304,0.98670083,0.9957379,0.9884230433333333
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.98138577,0.9707615,0.97312003,0.9750891
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.9291315,0.95448196,0.9527732,0.9454622199999999
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.98059386,0.9761841,0.9878016,0.9815265200000001
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.99430424,0.9762453,0.91425854,0.9616026933333334
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9826707,0.93111914,0.9830414,0.9656104133333333
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.8996442,0.90393555,0.97803545,0.9272050666666667
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.931523,0.985786,0.9546497,0.9573195666666666
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.9502878,0.900884,0.85501033,0.9020607100000001
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9513737,0.7643567,0.95018655,0.8886389833333332
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99790937,0.9954471,0.9905256,0.9946273566666667
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9726582,0.948618,0.985864,0.9690467333333332
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9724668,0.9350913,0.99142355,0.9663272166666667
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.012340953,0.0015104675,0.00088253483,0.004911318443333333
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.93954027,0.95890003,0.9747975,0.9577459333333334
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.09279264,0.113398015,0.31576154,0.173984065
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.04017195,0.09810221,0.5743334,0.2375358533333333
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.026024563,0.06764623,0.008421964,0.034030919
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.95805204,0.9487891,0.99522483,0.9673553233333333
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.17635481,0.25607184,0.131442,0.1879562166666667
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.030669712,0.018375602,0.055719197,0.034921503666666666
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.0029646829,0.0028104298,0.04644064,0.0174052509
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,3.0202875e-06,0.00066715555,0.00070245215,0.00045754266250000003
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.1659227,0.35054716,0.22530645,0.24725877000000004
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0009145505,0.011968122,0.11704229,0.04330832083333333
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.036438845,0.035498623,0.00536382,0.025767096000000003
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.4036015,0.1315206,0.0037784602,0.17963352006666664
