file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.008156974,0.011918284,0.1841545,0.051537080799999996
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.33370116,0.2130345,0.30965227,0.2636101625
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.009637384,0.0050479374,0.011370464,0.00891546885
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.44509408,0.2464163,0.72495395,0.4420584525
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.016065588,0.012122089,0.02778585,0.07872339175000001
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.1189189,0.3094842,0.03652062,0.1481421025
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.0663363,0.00476157,0.000791538,0.0199173149
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.13221005,0.04899127,0.088201016,0.170384819
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0826022,0.25133193,0.4801474,0.24883358749999998
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.0031050872,0.058048338,0.06639679,0.034277413675
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0015617143,0.019757459,0.012204867,0.0085306198575
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,5.5484485e-05,5.1958257e-05,0.006251838,0.005590148685499999
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.9522284,0.9759278,0.8841402,0.929941175
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8954723,0.25132677,0.72377735,0.6383479925
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00031984635,0.00032506807,0.00018526442,0.000270227755
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.008692952,0.026440145,0.096231215,0.03371135285
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.20075214,0.03405475,0.0333277,0.16303779,0.107793095
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0864298,0.023130639,0.0037776865,0.02355563,0.034223438875000005
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.13160239,0.39593843,0.30324662,5.5997592e-05,0.20771085939800002
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.047742505,0.03701839,0.16050263,0.027999837,0.0683158405
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9240399,0.93389374,0.80694443,0.88274443,0.886905625
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3046333,0.11205685,0.13932809,0.14758241,0.1759001625
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96057826,0.98325586,0.81484115,0.96517944,0.9309636775
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9766018,0.99463993,0.97725165,0.985502,0.983498845
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.93935287,0.9856839,0.9543264,0.7782213,0.9143961174999999
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.35147077,0.3144984,0.035498615,0.20509936,0.22664178624999998
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.92798287,0.86610484,0.98320687,0.98598844,0.940820755
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0009384347,0.0030884352,0.0029858311,0.019874662,0.00672184075
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.87741864,0.9774399,0.99204636,0.9924867,0.9598479000000001
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40387547,0.4719384,0.53765255,0.06517403,0.36966011249999997
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8164248,0.7860138,0.26508257,0.47649446,0.5860039075
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.016749658,0.04482489,0.10934347,0.49885258,0.16744264949999998
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.17495458,0.0029406587,0.062008116,0.08187694,0.08044507367499999
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0042640595,0.043419875,0.016102618,0.0812784,0.036266238125
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.02389841,0.014353725,0.017999206,0.023606839,0.019964545
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.018124186,0.0087937275,0.026047975,0.4155355,0.117125347125
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.1870422,0.08893377,0.027284967,0.15386073,0.11428041674999999
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.1243332,0.0059911935,0.12093845,0.019962756,0.067806399875
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0021996892,0.019550053,0.25764656,0.06834329,0.08693489805
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0013063871,0.10965127,0.029261842,0.00082550605,0.0352612512875
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.021954251,0.03605561,0.0059750318,0.07813274,0.0355294082
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.009882855,0.0012006458,0.010747217,0.020354131,0.0105462122
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0057141017,0.08610456,0.04959833,0.0040410357,0.03636450685
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0021644053,0.022372324,0.013170636,0.0018500086,0.009889343475
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.11124663,0.026577964,0.09369377,0.0132610155,0.061194844874999994
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.93037874,0.9483314,0.9956683,0.98367876,0.9645143
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.002836136,0.07640725,0.08048703,0.15575328,0.078870924
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0136753535,0.661739,0.02209147,0.111115865,0.202155422125
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.5572427,0.711511,0.24015196,0.10169142,0.40264927
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.6923845,0.5657593,0.57305074,0.2692168,0.525102835
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6136881,0.7546367,0.45354438,0.89004827,0.6779793625
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99653697,0.99017006,0.98024195,0.8922259,0.96479372
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.051979486,0.061965354,0.008762758,0.004712392,0.031854997499999996
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.06690481,0.023925016,0.095929116,0.020696372,0.051863828499999994
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.028177593,0.103282824,0.0011320356,0.0004868133,0.033269816475
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.010814582,0.008755832,0.005913367,0.22951233,0.06374902774999999
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.007118213,0.30274585,0.09791987,0.65182424,0.26490204325
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.32148823,0.0026160306,0.0014632493,0.0034347433,0.0822505633
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.010859722,0.008997709,0.0013703724,0.029155048,0.01259571285
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0005666391,0.041906424,0.09855221,0.028601944,0.042406804275
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.011838379,0.026401535,0.1886268,0.017123813,0.06099763175
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.003098919,0.00080636324,0.00019498689,0.00043123626,0.0011328763474999998
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.013669308,0.032846317,0.011775468,0.043182783,0.025368469
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.00096392934,0.031337485,0.0006742991,0.06860488,0.025395148359999998
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.19399793,0.5899247,0.037492864,0.43269563,0.313527781
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.39768314,0.55415064,0.2501147,0.72663003,0.4821446275
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.03072707,0.14063184,0.0034869947,0.0034004364,0.044561585275
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.26464683,0.079832196,0.012525815,0.10209135,0.11477404775
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.32163998,0.81455743,0.59042263,0.77833253,0.6262381425
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.010545687,0.0007998755,0.091199584,0.015744401,0.029572386875000002
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.05267682,0.35126644,0.042439315,0.0068757623,0.113314584325
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.26079604,0.046438858,0.0445799,0.0320854,0.0959750495
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.009532881,0.003957418,0.0144131435,0.02326398,0.012791855625000001
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7439702,0.71406895,0.9648587,0.84746814,0.8175914975
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.58773196,0.32295677,0.7825756,0.6403361,0.5834001075
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.964793,0.8978026,0.96448666,0.94470584,0.942947025
