file_id,organism,locus_tag,ess,conf,conf_bos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.21361765,0.10681012452489999
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.5305688,0.38066342999999997
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.04805535,0.0299342045
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.4826862,0.39067838
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.018061398,0.127356439
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.06996174,0.0648539935
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0076902453,0.030016514650000003
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.087276265,0.1420132325
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.06326558,0.0381024685
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.0039593377,0.022575699850000002
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.025377791,0.0137807237
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.010087439,0.020442748
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.9103961,0.886702985
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.6856426,0.6628978
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.6425733,0.32274281115000003
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.08322143,0.0498214485
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.052317224,0.08572932700000001
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.0039500906,0.00451292565
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.020241255,0.0127180675
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.015691537,0.011353318349999999
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.87450695,0.8430727250000001
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.42003208,0.36485502,0.39244355
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9597631,0.976478,0.96812055
