file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,6.401286e-05
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.37953517
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0006852735
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.064216174
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.014906062
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.0059462613
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0036672421
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.026304308
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0050201444
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0058522825
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.12625079
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0105847465
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9430129
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.5069717
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0041639917
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.010703928
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.008402951
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.00041022807
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,6.291099e-08
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,2.3167895e-05
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8313035
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.34994376
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.95194435
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9721451
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9519903
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.68262225
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.95708144
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.37215903
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9950924
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.054725852
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.20022914
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.001612497
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0012422334
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0060295174
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0015948975
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.016248815
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.1467152
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.00013635997
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.009356973
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0024040947
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.004078028
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.027028298
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0016083509
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.00036357672
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.04487238
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9470012
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0029268207
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,7.631857e-06
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.13317229
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.7312064
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.9382311
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.9958891
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.0044464986
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.004861693
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.00064158026
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.0029768492
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.053398546
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0025091136
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,4.6872796e-05
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,7.96167e-07
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.05535848
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.016076349
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.093427725
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.023362843
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.002732371
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.2093547
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.003632416
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.002187321
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.373348
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,1.7815624e-06
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.002360541
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.04180785
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.000469053
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.76864904
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.8309118
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9247127
