file_id,organism,locus_tag,ess,conf,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.008156974,0.1841545,0.096155737
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.33370116,0.30965227,0.321676715
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.009637384,0.011370464,0.010503924000000001
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.44509408,0.72495395,0.585024015
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.016065588,0.02778585,0.021925719
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.1189189,0.03652062,0.07771976
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0663363,0.000791538,0.033563919
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.13221005,0.088201016,0.110205533
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0826022,0.4801474,0.2813748
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0031050872,0.06639679,0.034750938599999996
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0015617143,0.012204867,0.006883290649999999
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,5.5484485e-05,0.006251838,0.0031536612425
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9522284,0.8841402,0.9181843000000001
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.8954723,0.72377735,0.809624825
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00031984635,0.00018526442,0.000252555385
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.008692952,0.096231215,0.0524620835
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.03405475,0.16303779,0.09854626999999999
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.023130639,0.02355563,0.0233431345
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.39593843,5.5997592e-05,0.197997213796
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.03701839,0.027999837,0.0325091135
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.93389374,0.88274443,0.908319085
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.11205685,0.14758241,0.12981963
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.98325586,0.96517944,0.9742176499999999
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.99463993,0.985502,0.9900709649999999
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9856839,0.7782213,0.8819526
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.3144984,0.20509936,0.25979888
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.86610484,0.98598844,0.92604664
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0030884352,0.019874662,0.0114815486
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9774399,0.9924867,0.9849633
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.4719384,0.06517403,0.268556215
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.7860138,0.47649446,0.63125413
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.04482489,0.49885258,0.271838735
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0029406587,0.08187694,0.04240879935
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.043419875,0.0812784,0.0623491375
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.014353725,0.023606839,0.018980282
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0087937275,0.4155355,0.21216461375
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.08893377,0.15386073,0.12139725
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0059911935,0.019962756,0.012976974750000002
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.019550053,0.06834329,0.0439466715
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.10965127,0.00082550605,0.055238388024999995
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.03605561,0.07813274,0.057094175000000004
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0012006458,0.020354131,0.0107773884
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.08610456,0.0040410357,0.04507279785
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.022372324,0.0018500086,0.0121111663
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.026577964,0.0132610155,0.019919489749999998
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9483314,0.98367876,0.96600508
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.07640725,0.15575328,0.11608026499999999
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.661739,0.111115865,0.3864274325
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.711511,0.10169142,0.40660121
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.5657593,0.2692168,0.41748805
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.7546367,0.89004827,0.8223424850000001
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99017006,0.8922259,0.94119798
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.061965354,0.004712392,0.033338873
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.023925016,0.020696372,0.022310694
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.103282824,0.0004868133,0.05188481865
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.008755832,0.22951233,0.11913408099999999
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.30274585,0.65182424,0.477285045
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0026160306,0.0034347433,0.0030253869500000002
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.008997709,0.029155048,0.019076378499999998
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.041906424,0.028601944,0.035254184
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.026401535,0.017123813,0.021762674000000003
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.00080636324,0.00043123626,0.00061879975
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.032846317,0.043182783,0.03801455
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.031337485,0.06860488,0.049971182499999996
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.5899247,0.43269563,0.511310165
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.55415064,0.72663003,0.640390335
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.14063184,0.0034004364,0.07201613820000001
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.079832196,0.10209135,0.090961773
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.81455743,0.77833253,0.79644498
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.0007998755,0.015744401,0.008272138250000002
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.35126644,0.0068757623,0.17907110115
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.046438858,0.0320854,0.039262129
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.003957418,0.02326398,0.013610699
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.71406895,0.84746814,0.780768545
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.32295677,0.6403361,0.481646435
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.8978026,0.94470584,0.92125422
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.980839,0.98800373,0.984421365
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.9878349,0.9969162,0.99237555
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.995911,0.99498487,0.9954479350000001
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.9870646,0.9813099,0.98418725
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.99411434,0.9884891,0.99130172
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9729677,0.9051694,0.93906855
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.9743171,0.9437601,0.9590386
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.92122334,0.9116766,0.91644997
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.9095711,0.8344829,0.872027
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.99018025,0.98143,0.985805125
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9880127,0.99841416,0.99321343
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.97947687,0.9906641,0.985070485
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9830239,0.97924143,0.981132665
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.0033257976,0.38758263,0.1954542138
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.8785209,0.95895165,0.9187362750000001
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.72759163,0.43849576,0.583043695
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.35435423,0.07568092,0.215017575
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.09630952,0.0011061735,0.04870784675
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.99566084,0.9790365,0.98734867
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.10357568,0.0062314565,0.05490356825
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.03249313,0.0012647038,0.016878916900000002
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.06576916,0.0030194563,0.03439430815
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.00020548851,0.0090729445,0.004639216505
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.32294628,0.20080823,0.261877255
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.01222258,0.010188453,0.0112055165
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.0015274195,0.024931652,0.01322953575
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.0019927276,0.33259416,0.16729344380000002
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.0017334512,0.006696916,0.0042151836
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.5562717,0.9434987,0.7498852
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.93094814,0.9068647,0.91890642
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.97448,0.9589702,0.9667251
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0022381502,0.0046869647,0.0034625574499999997
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.6320823,0.8989146,0.7654984499999999
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,3.765982e-05,0.0035834885,0.00181057416
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.005318339,0.029061982,0.0171901605
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.06226262,0.00951633,0.035889475
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.004438156,0.0771929,0.040815528
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0022334866,0.0016379482,0.0019357174000000001
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.20977773,0.06896031,0.13936902
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.2318737,0.15861747,0.195245585
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.9814538,0.8667423,0.92409805
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.050602388,0.00557732,0.028089853999999997
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.2870911,0.05929944,0.17319526999999998
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.037835274,0.0028794294,0.0203573517
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.017937409,0.07569428,0.0468158445
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.061272375,0.039285026,0.050278700499999995
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.0038795993,0.0508075,0.02734354965
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.70125085,0.68822455,0.6947377
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.6677754,0.05774522,0.36276031000000003
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.019275203,0.03174922,0.0255122115
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.0010454147,0.13368072,0.06736306735
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.004201837,0.015998913,0.010100375
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.0013267639,0.43776396,0.21954536195000002
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.055329766,0.2921033,0.173716533
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.021914741,0.0042625535,0.013088647250000002
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.00070763426,0.032099944,0.01640378913
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.6376371,0.63765407,0.637645585
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.5007849,0.51735574,0.50907032
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.61279196,0.4368394,0.52481568
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.30619982,0.052220907,0.1792103635
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.012968286,0.045485713,0.0292269995
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.02633206,0.018162131,0.0222470955
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.044389524,0.01390791,0.029148717
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.060452547,0.05321698,0.056834763499999996
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.019696733,0.034886222,0.0272914775
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.0063662757,0.045861017,0.02611364635
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,4.9702827e-05,0.0033010694,0.0016753861135
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.4393771,0.32102263,0.380199865
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.7608,0.78548473,0.773142365
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.02021338,0.053170115,0.036691747499999997
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.9110031,0.88442683,0.897714965
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.002956795,0.036253218,0.019605006499999997
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0027393678,0.008621762,0.0056805649
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.96152097,0.92562765,0.94357431
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.06954284,0.17147946,0.12051115
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.19380304,0.24179393,0.217798485
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.03261808,0.0018699194,0.017243999700000002
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.1269612,0.08149534,0.10422827
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.06143388,0.44741276,0.25442332
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.92394423,0.8775072,0.9007257150000001
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.20540828,0.16312398,0.18426613
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.9713722,0.84112686,0.90624953
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.95587045,0.8899202,0.922895325
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.9185709,0.96082294,0.93969692
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9869125,0.98192525,0.984418875
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.88530344,0.9778464,0.9315749200000001
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.9642901,0.98561907,0.9749545850000001
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.9931097,0.12581225,0.559460975
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.97838634,0.99785054,0.98811844
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.9655534,0.93564934,0.95060137
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.98978454,0.9863275,0.98805602
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.8044641,0.61917645,0.711820275
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.98640835,0.8409942,0.913701275
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.898663,0.9773383,0.93800065
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.99179816,0.9564657,0.97413193
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.8822365,0.96418387,0.9232101850000001
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.23354818,0.07688655,0.155217365
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.9707479,0.9163367,0.9435423000000001
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.87354606,0.9639822,0.91876413
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.005516149,0.0026950585,0.00410560375
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.005266427,0.0013119134,0.0032891701999999997
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.9915798,0.9032555,0.94741765
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.21207835,0.04207652,0.127077435
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.41325724,0.019170878,0.21621405900000001
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.0051999763,0.07297887,0.039089423150000004
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.016882196,0.037644852,0.027263523999999997
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.027165793,0.014100806,0.0206332995
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.95207167,0.9537475,0.952909585
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.2031623,0.032603916,0.11788310799999999
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.0012873447,0.0075460845,0.0044167146
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.003676865,0.10553124,0.0546040525
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.06917104,0.010728364,0.039949702000000004
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.08031127,0.0053020003,0.04280663515
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.17912607,0.44187137,0.31049872
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.07604286,0.020351425,0.0481971425
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.16311164,0.036139503,0.09962557150000001
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.123332195,0.028554585,0.07594339
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.11016331,0.14075683,0.12546007
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.02612122,0.002129371,0.014125295500000001
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.15839471,0.28942814,0.223911425
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.0027473725,0.018235743,0.01049155775
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.12976415,0.2213282,0.175546175
