file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.020083634
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.04933818
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.013789767
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.4587691
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.043947723
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.5240419
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.021938737
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.0559131
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.27688688
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.04572988
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0064956965
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.009849912
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86621016
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.35185188
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0025043038
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.11844458
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.066538796
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.020361338
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.003214276
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.00016353486
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.83900595
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3898044
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9416612
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.98409396
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.99505156
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20689379
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.88086855
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0171085
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9512937
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.5471543
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.29941037
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.5570227
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0034980276
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.032385472
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0038851316
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.031582467
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.08304326
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0035417965
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.26502717
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013351692
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.015080283
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.03145494
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.011631201
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0009777131
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.004815597
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.96484375
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.012723091
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.047340028
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.70666593
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.92672867
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.9363554
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.9954104
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.09550652
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.03120583
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.03179322
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.05240093
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.018250706
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0009836677
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.067124754
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.040999703
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.05879683
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.004155322
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.07671431
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.102611616
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.12420772
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.20349248
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.055139657
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.08626179
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.34780478
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.04570288
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.103087
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.29381198
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.03911457
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.9721201
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.82510334
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.98898435
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.99344915
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.98450655
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.92933697
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.996221
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.97205657
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99610525
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.99470264
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.93121094
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.82850367
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9694848
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9927793
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.98657346
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.97520214
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.0049242065
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.94444376
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.50612384
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.16370364
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.31386423
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.99866307
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.5238225
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.18466388
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.08260918
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.0041535785
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.2061252
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.34209627
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.055086505
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.046706006
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.1477532
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.8292557
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.7974009
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.9823903
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.040494293
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.7319324
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.02889342
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.009611703
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.012461636
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.0067765648
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.00077185687
