file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0022182844,0.010914263,0.013902548,0.05427317,0.02032706635
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.36548102,0.25867066,0.3984273,0.30304396,0.33140573500000003
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.012484532,0.006038194,0.020046884,0.05927424,0.024460962500000002
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.3473259,0.20672603,0.124681056,0.10231977,0.195263189
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.03290172,0.066945866,0.018912425,0.10440409,0.05579102525
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.027655441,0.21734771,0.17640318,0.24278305,0.16604734525
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.02017212,0.018344281,0.016366115,0.004802279,0.014921198750000001
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.048478726,0.044183653,0.29909474,0.30271155,0.17361716725
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.5879784,0.21483034,0.13593064,0.18125132,0.279997675
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.03303966,0.094818965,0.0016422652,0.08937505,0.05471898505
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.005888389,0.29948342,0.061952513,0.06374784,0.1077680405
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.012637229,0.016228804,0.012219005,0.014070108,0.013788786499999999
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.7324549,0.91989297,0.9138407,0.9146691,0.8702144175
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68538654,0.88764316,0.7774868,0.6717101,0.7555566499999999
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.02089342,0.0024387154,0.08594764,0.007981166,0.02931523535
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.5177415,0.030360214,0.3526258,0.119035706,0.254940805
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.04192243,0.01684873,0.07542405,0.086042665,0.05505946875000001
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.009236075,0.00835297,0.003154792,0.023512518,0.01106408875
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.312672,0.050974164,0.0013366318,0.17119507,0.13404446645
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.009491203,0.0043219007,0.018918926,0.003494004,0.009056508425
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8268571,0.95661396,0.82119036,0.94204104,0.886675615
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.37233585,0.57704043,0.489627,0.6328952,0.51797462
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.77045745,0.9635487,0.97281396,0.87425685,0.89526924
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.93722624,0.9191267,0.9894944,0.9528929,0.94968506
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9298551,0.9547095,0.9759856,0.9773791,0.959482325
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.12448243,0.20733507,0.4234285,0.5440116,0.3248144
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9481441,0.9745524,0.9298931,0.98253953,0.9587822825
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.016953604,0.008265087,0.0052081794,0.36975747,0.10004608509999999
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.90049005,0.89192027,0.9316396,0.98344433,0.9268735625
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.56787056,0.40237218,0.4789371,0.6023676,0.51288686
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6601023,0.54702014,0.7502769,0.8029081,0.69007686
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.075912364,0.33452225,0.43023896,0.07538428,0.2290144635
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.021361979,0.038641572,0.003131677,0.057380658,0.0301289715
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.00015547512,0.0930987,0.0013439282,0.0009054978,0.02387590028
