file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.007911441
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.019302847
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.009497647
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.11039518
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.0149658425
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.15747294
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.10786517
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.5076343
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.45705718
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0113635035
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.019989379
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0055324486
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8822995
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.4697217
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00041298312
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.008957186
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.21144712
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.009022999
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0045632473
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0014596663
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8839181
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.12375792
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.95978916
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.96932095
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9501957
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.0208878
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9693563
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.11499599
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.92924017
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6404705
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.46771073
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.07633608
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0015312204
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.118499875
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0002012481
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.15823157
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.14413643
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.009151739
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.020481165
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.004174175
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.10759851
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.035029788
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.00010306073
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0007997208
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.01808329
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.926543
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.19881795
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.006510932
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.29377213
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.9158308
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.96483797
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.9951013
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.00047941034
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.08516071
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.0065437616
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.010761096
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.019925157
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.002360945
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.0016149845
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.019850729
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.015277942
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.015486298
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.18612105
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.005428992
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.49086443
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.64717096
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.016009642
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.019291177
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.6607488
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.0047797225
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.16560486
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.052214798
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.0018389681
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.5642049
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.9336516
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.916403
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.9556886
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.99604636
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.96817166
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.9884117
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.96823156
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9882931
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.93852973
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9719071
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.9199125
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9476244
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99679464
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9648586
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.96950567
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.0006763155
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.9814206
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.15364774
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.4666484
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.008149497
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.971102
