file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.02111127,0.21361765,0.07824383968326666
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.55480313,0.5305688,0.4387099966666666
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.005915537,0.04805535,0.021927982
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.31530145,0.4826862,0.36555273666666666
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.5503662,0.018061398,0.26835969266666665
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.12514779,0.06996174,0.08495192566666666
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0047607343,0.0076902453,0.0215979212
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.19769898,0.087276265,0.16057514833333333
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.01201606,0.06326558,0.029406999
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.016927907,0.0039593377,0.020693102233333333
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.02628206,0.025377791,0.017947835800000003
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.0024673515,0.010087439,0.014450949166666666
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.86352676,0.9103961,0.8789775766666666
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.875712,0.6856426,0.7338358666666668
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.0060222317,0.6425733,0.21716928466666666
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.29146093,0.08322143,0.13036794233333335
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.051794168,0.052317224,0.07441760733333334
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.07489592,0.0039500906,0.02797392376666667
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.0014706104,0.020241255,0.008968915133333333
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.0038170065,0.015691537,0.0088412144
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.8327119,0.87450695,0.8396191166666668
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.42003208,0.26843074,0.36485502,0.35110594666666667
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9597631,0.96996963,0.976478,0.96873691
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9613583,0.9622431,0.9706515,0.9647509666666666
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9466852,0.9706334,0.9753914,0.9642366666666667
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20976302,0.33717942,0.34173593,0.29622612333333337
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98150086,0.9597408,0.9839072,0.9750496200000001
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.04909416,0.04630608,0.035631668,0.04367730266666667
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.97050595,0.97646546,0.9888265,0.9785993033333332
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.70350504,0.79641354,0.72186136,0.7405933133333334
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.46883312,0.8137802,0.7412384,0.6746172399999999
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.09500919,0.058302432,0.110606976,0.08797286599999998
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0025779023,0.022950768,0.0069366507,0.010821773666666666
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.026465585,0.04713754,0.017382555,0.030328559999999994
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0126466155,0.09563959,0.002218331,0.0368348455
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0007923425,0.05732377,0.050745074,0.03628706216666667
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.10270126,0.28448936,0.109924726,0.16570511533333335
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.010652636,0.14985491,0.0741274,0.07821164866666667
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0817314,0.09471973,0.16142571,0.11262561333333333
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.17710568,0.12586555,0.03322996,0.11206706333333333
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.058289554,0.20476572,0.31540146,0.19281891133333331
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.19977261,0.03288317,0.018340165,0.083665315
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.008858878,0.09731045,0.0031650898,0.03644480593333334
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0009669261,0.006716754,0.007626369,0.0051033497
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.0033526674,0.08811773,0.030705461,0.04072528613333334
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9468801,0.989674,0.9023922,0.9463154333333333
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.030117478,0.00812693,0.035455782,0.02456673
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.00072427443,0.0055068866,0.0022417265,0.0028242958433333334
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2829895,0.46756187,0.6937942,0.48144852333333327
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.75690234,0.54937905,0.49450788,0.60026309
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.8933968,0.9361213,0.9678982,0.9324721
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.97976905,0.9713082,0.92331034,0.9581291966666666
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.12834376,0.03147262,0.003513017,0.05444313233333334
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.02288935,0.1967328,0.08134826,0.10032347000000001
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.0031809895,0.023542617,0.00031643116,0.009013345886666664
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.05277617,0.081073605,0.0742571,0.06936895833333334
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.042192556,0.040762134,0.26516297,0.11603922
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.00865098,0.06368418,0.00058314926,0.02430610308666667
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.0075799925,0.017194048,0.0011560522,0.008643364233333334
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00013579022,0.0015310104,0.0042419415,0.0019695807066666664
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.20164904,0.10089387,0.07553635,0.12602642
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.007089071,0.016853983,0.078922264,0.03428843933333334
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.21685885,0.030426683,0.39620516,0.21449689766666666
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0016561775,0.02028741,0.15901797,0.06032051916666667
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.109824985,0.42838842,0.078273036,0.20549548033333334
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.5360089,0.57875055,0.52176136,0.5455069366666666
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.420087,0.27184737,0.07470838,0.25554758333333333
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.64661753,0.38465357,0.29956192,0.4436110066666667
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.64994043,0.761946,0.5682056,0.6600306766666667
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.002387718,0.004396492,0.004824751,0.003869653666666667
