file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,5.2553856e-05
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.09853412
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0020403836
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.118827425
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.10148903
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.011876797
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,7.585469e-06
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.0059433677
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.054404546
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.00018561665
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.010796972
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,2.5397234e-05
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8932807
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.4596555
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00026998707
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0003098303
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.47959414
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.055108316
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00010090174
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,6.943352e-05
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.6514866
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.23776257
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.8622071
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.98366815
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9867203
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.091948785
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.99520314
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.006722483
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9168093
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.021976933
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.5042908
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,4.833398e-05
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.00042522678
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0019529948
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.00026371639
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0034504377
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.03771139
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.005029253
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.001517429
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.03218507
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.005659248
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.00023056938
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0009173751
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0010146633
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.0010621854
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9870755
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0063285744
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.00017299282
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.07746912
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.16657251
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.92979217
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99967206
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.013123809
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.011085958
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.0048837
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.00011951513
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0038774128
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,1.1804316e-05
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,1.5568672e-05
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.001201064
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.0010987478
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.0014720815
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.008280235
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0018792187
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.001952468
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.2610719
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.008651168
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.00073607033
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.7729248
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.00010686463
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.11817841
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.022386879
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.00033739832
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.97892034
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.7306567
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9522737
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.99284583
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.9908737
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.92865586
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.9895437
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9655299
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99216425
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.9886226
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.86074215
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.6529106
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9887939
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99512357
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.99000007
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.97348434
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,1.511405e-05
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.98005325
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.0066808476
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.118687116
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.0057671983
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.9811442
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.009105051
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.046765584
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.019739205
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.00016602327
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.15278669
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0008738784
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.0035917931
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.00059626147
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.00010413128
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.79594487
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.95921284
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.9842547
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0010785178
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.6542461
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,5.7395475e-05
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.0019839383
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.0025653813
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.00036174053
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0010057689
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.21102707
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.0018757507
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.6311682
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.043462157
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.0064610164
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.014325377
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.034967948
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.012365794
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.0030630105
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.11722879
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.03716363
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,8.191362e-05
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.0005405482
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,5.333253e-07
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.0012771569
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.00023829007
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.13827161
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,4.1351876e-05
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.04251204
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.57927305
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.010028827
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.15391073
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.001014685
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,4.34296e-05
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.01409422
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.002853998
