file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.0028065036,0.008156974,0.1841545,0.0492591357
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.057683915,0.33370116,0.30965227,0.22477251625
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.013576944,0.009637384,0.011370464,0.0110477205
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.5155601,0.44509408,0.72495395,0.5093444025
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.005335719,0.016065588,0.02778585,0.07702679925000001
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.029885553,0.1189189,0.03652062,0.07824244075
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.010686471,0.0663363,0.000791538,0.02139854015
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.08513819,0.13221005,0.088201016,0.17942154899999999
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0478353,0.0826022,0.4801474,0.19795943
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.023725843,0.0031050872,0.06639679,0.025696789924999998
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0024890455,0.0015617143,0.012204867,0.0042135164825
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,0.0026131421,5.5484485e-05,0.006251838,0.00623044464625
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.92819536,0.9522284,0.8841402,0.918008065
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8788647,0.8954723,0.72377735,0.7952324749999999
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00039715538,0.00031984635,0.00018526442,0.0002882495825
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.0027508289,0.008692952,0.096231215,0.027789023825
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.20075214,0.12354145,0.03405475,0.16303779,0.1303465325
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0864298,0.06539698,0.023130639,0.02355563,0.04962826225
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.13160239,0.03318478,0.39593843,5.5997592e-05,0.14019539939800002
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.047742505,0.08296162,0.03701839,0.027999837,0.048930588000000004
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9240399,0.88960636,0.93389374,0.88274443,0.9075711074999999
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3046333,0.39735615,0.11205685,0.14758241,0.2404071775
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96057826,0.9688709,0.98325586,0.96517944,0.9694711149999999
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9766018,0.98907673,0.99463993,0.985502,0.9864551149999999
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.93935287,0.9777616,0.9856839,0.7782213,0.9202549175000001
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.35147077,0.13695194,0.3144984,0.20509936,0.2520051175
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.92798287,0.81690973,0.86610484,0.98598844,0.89924647
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0009384347,0.13255906,0.0030884352,0.019874662,0.039115147975
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.87741864,0.9450548,0.9774399,0.9924867,0.94810001
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40387547,0.6526708,0.4719384,0.06517403,0.39841467500000005
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8164248,0.6072535,0.7860138,0.47649446,0.67154664
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.016749658,0.06755967,0.04482489,0.49885258,0.1569966995
