file_id,organism,locus_tag,ess,conf,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.010914263,0.05427317,0.17916842,0.08145195100000001
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.25867066,0.30304396,0.18098749,0.24756737000000004
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.006038194,0.05927424,0.0045060865,0.02327284016666667
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.20672603,0.10231977,0.58508277,0.2980428566666667
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.066945866,0.10440409,0.032962266,0.068104074
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.21734771,0.24278305,0.006662724,0.155597828
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.018344281,0.004802279,0.0021900388,0.008445532933333333
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.044183653,0.30271155,0.04149715,0.12946411766666666
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.21483034,0.18125132,0.049403243,0.14849496766666667
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.094818965,0.08937505,0.35086933,0.17835444833333333
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.29948342,0.06374784,0.14023486,0.16782204
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016228804,0.014070108,0.12428298,0.05152729733333333
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.91989297,0.9146691,0.9232539,0.91927199
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.88764316,0.6717101,0.5530747,0.7041426533333333
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0024387154,0.007981166,0.021428285,0.010616055466666665
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.030360214,0.119035706,0.20005624,0.11648405333333334
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.01684873,0.086042665,0.068704225,0.05719854
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.00835297,0.023512518,0.011060685,0.014308724333333333
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.050974164,0.17119507,0.062139325,0.09476951966666668
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0043219007,0.003494004,0.0039191195,0.003911674733333334
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.95661396,0.94204104,0.9064384,0.9350311333333333
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.57704043,0.6328952,0.51800114,0.5759789233333333
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9635487,0.87425685,0.98398685,0.9405974666666667
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9191267,0.9528929,0.9754304,0.94915
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9547095,0.9773791,0.961093,0.9643938666666667
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20733507,0.5440116,0.20819296,0.31984654333333334
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9745524,0.98253953,0.9728905,0.9766608099999999
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.008265087,0.36975747,0.5282385,0.302087019
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.89192027,0.98344433,0.92445755,0.93327405
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40237218,0.6023676,0.08583937,0.3635263833333333
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.54702014,0.8029081,0.74583805,0.6985887633333334
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.33452225,0.07538428,0.07998332,0.16329661666666664
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.038641572,0.057380658,0.080467954,0.05883006133333333
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0930987,0.0009054978,0.123231925,0.07241204093333334
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.010777402,0.027755763,4.15332e-05,0.012858232733333334
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.013404567,0.005630476,0.008657857,0.009230966666666666
