file_id,organism,locus_tag,ess,conf,conf_aamean,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.0028065036,0.0023625344
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.057683915,0.1278683175
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.013576944,0.011591516999999999
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.5155601,0.43366479
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.005335719,0.13212787950000002
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.029885553,0.07876512150000001
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.010686471,0.0092331613
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.08513819,0.248637565
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0478353,0.11454406
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.023725843,0.01664264125
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0024890455,0.001543742315
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,0.0026131421,0.00930722805
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.92819536,0.91783183
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8788647,0.7808401250000001
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00039715538,0.00032394378
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.0027508289,0.00311596415
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.20075214,0.12354145,0.162146795
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0864298,0.06539698,0.07591339
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.13160239,0.03318478,0.082393585
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.047742505,0.08296162,0.0653520625
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9240399,0.88960636,0.90682313
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3046333,0.39735615,0.350994725
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96057826,0.9688709,0.9647245799999999
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9766018,0.98907673,0.982839265
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.93935287,0.9777616,0.958557235
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.35147077,0.13695194,0.244211355
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.92798287,0.81690973,0.8724463
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0009384347,0.13255906,0.06674874735
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.87741864,0.9450548,0.91123672
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40387547,0.6526708,0.5282731350000001
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8164248,0.6072535,0.71183915
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.016749658,0.06755967,0.042154664
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.17495458,0.039856136,0.107405358
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0042640595,0.0031673291,0.0037156943
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.02389841,0.008312511,0.016105460499999998
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.018124186,0.003540077,0.0108321315
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.1870422,0.02237788,0.10471003999999999
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.1243332,0.2055401,0.16493665000000002
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0021996892,0.091955654,0.047077671599999996
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0013063871,0.09819964,0.04975301355
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.021954251,0.0051229903,0.01353862065
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.009882855,0.18551062,0.09769673749999999
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0057141017,0.015990041,0.010852071349999999
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0021644053,0.0027264915,0.0024454484
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.11124663,0.018750992,0.064998811
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.93037874,0.8711967,0.9007877200000001
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.002836136,0.03634214,0.019589138000000002
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0136753535,0.085011415,0.049343384250000004
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.5572427,0.53359824,0.54542047
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.6923845,0.7812698,0.73682715
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6136881,0.6419546,0.6278213500000001
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99653697,0.98855966,0.992548315
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.051979486,0.017595353,0.0347874195
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.06690481,0.032529388,0.049717099
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.028177593,0.013477693,0.020827643
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.010814582,0.0018714587,0.00634302035
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.007118213,0.010702311,0.008910262
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.32148823,0.011327646,0.166407938
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.010859722,0.049485322,0.030172522
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0005666391,0.0027793439,0.0016729915
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.011838379,0.045393918,0.0286161485
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.003098919,0.02953284,0.0163158795
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.013669308,0.002656078,0.008162693
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.00096392934,0.012212112,0.00658802067
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.19399793,0.55453247,0.3742652
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.39768314,0.60639316,0.50203815
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.03072707,0.026967278,0.028847174
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.26464683,0.38703245,0.32583964
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.32163998,0.6763746,0.49900729
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.010545687,0.009418483,0.009982085
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.05267682,0.51950806,0.28609244
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.26079604,0.30465195,0.282723995
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.009532881,0.014521413,0.012027147
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7439702,0.38583302,0.56490161
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.58773196,0.73592687,0.661829415
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.964793,0.9204164,0.9426047
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.9828304,0.98670083,0.9847656149999999
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.98138577,0.9707615,0.9760736350000001
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.9291315,0.95448196,0.9418067299999999
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.98059386,0.9761841,0.9783889800000001
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.99430424,0.9762453,0.98527477
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.9826707,0.93111914,0.95689492
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.8996442,0.90393555,0.901789875
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.931523,0.985786,0.9586545
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.9502878,0.900884,0.9255859
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9513737,0.7643567,0.8578652
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.99790937,0.9954471,0.9966782350000001
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9726582,0.948618,0.9606380999999999
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9724668,0.9350913,0.95377905
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.012340953,0.0015104675,0.00692571025
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.93954027,0.95890003,0.9492201499999999
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.09279264,0.113398015,0.1030953275
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.04017195,0.09810221,0.06913707999999999
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.026024563,0.06764623,0.0468353965
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.95805204,0.9487891,0.95342057
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.17635481,0.25607184,0.216213325
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.030669712,0.018375602,0.024522657
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.0029646829,0.0028104298,0.00288755635
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,3.0202875e-06,0.00066715555,0.00033508791875
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.1659227,0.35054716,0.25823493000000003
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0009145505,0.011968122,0.00644133625
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.036438845,0.035498623,0.035968734
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.4036015,0.1315206,0.26756104999999997
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.24636923,0.018226389,0.1322978095
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.8886918,0.7656289,0.82716035
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.961558,0.8089317,0.8852448500000001
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.9567512,0.97050744,0.96362932
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.0034197418,0.0009203509,0.00217004635
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8956943,0.77904826,0.83737128
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.0043615,0.001867734,0.003114617
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.016711848,0.005687355,0.0111996015
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.021172045,0.06288814,0.0420300925
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.0012066662,0.00016775077,0.0006872084849999999
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.00014704035,0.0075185113,0.003832775825
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.3774317,0.5204211,0.44892639999999995
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.15522517,0.09668663,0.1259559
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.872664,0.74895173,0.810807865
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.11636086,0.13505803,0.125709445
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.44437498,0.17301378,0.30869438
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.0032478925,0.002158117,0.0027030047499999998
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.62243605,0.2233275,0.422881775
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.08033171,0.19920506,0.139768385
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.0021167477,0.006060638,0.00408869285
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.9014182,0.91119504,0.90630662
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.717084,0.52703965,0.6220618250000001
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.0020101785,0.0036437982,0.00282698835
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.0001119658,0.00020696284,0.00015946432
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,1.1626375e-05,3.3291726e-06,7.4777738e-06
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.00034422125,0.0009924505,0.0006683358749999999
