file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0028065036,0.008156974,0.011918284,0.1841545,0.0517590654
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.057683915,0.33370116,0.2130345,0.30965227,0.22851796125
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.013576944,0.009637384,0.0050479374,0.011370464,0.00990818235
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.5155601,0.44509408,0.2464163,0.72495395,0.48300610749999995
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.005335719,0.016065588,0.012122089,0.02778585,0.0153273115
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.029885553,0.1189189,0.3094842,0.03652062,0.12370231825
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.010686471,0.0663363,0.00476157,0.000791538,0.02064396975
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.08513819,0.13221005,0.04899127,0.088201016,0.08863513149999999
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0478353,0.0826022,0.25133193,0.4801474,0.2154792075
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.023725843,0.0031050872,0.058048338,0.06639679,0.03781901455
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0024890455,0.0015617143,0.019757459,0.012204867,0.009003271450000001
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0026131421,5.5484485e-05,5.1958257e-05,0.006251838,0.0022431057105
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.92819536,0.9522284,0.9759278,0.8841402,0.9351229400000001
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.8788647,0.8954723,0.25132677,0.72377735,0.68736028
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00039715538,0.00031984635,0.00032506807,0.00018526442,0.00030683355499999996
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0027508289,0.008692952,0.026440145,0.096231215,0.033528785224999996
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.12354145,0.03405475,0.0333277,0.16303779,0.0884904225
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.06539698,0.023130639,0.0037776865,0.02355563,0.028965233875000003
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.03318478,0.39593843,0.30324662,5.5997592e-05,0.183106456898
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.08296162,0.03701839,0.16050263,0.027999837,0.07712061925
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.88960636,0.93389374,0.80694443,0.88274443,0.87829724
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.39735615,0.11205685,0.13932809,0.14758241,0.199080875
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9688709,0.98325586,0.81484115,0.96517944,0.9330368375
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.98907673,0.99463993,0.97725165,0.985502,0.9866175774999999
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9777616,0.9856839,0.9543264,0.7782213,0.9239983
