file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0019185652,0.008156974,0.011918284,0.0073312744
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.19805272,0.33370116,0.2130345,0.24826279333333334
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.00960609,0.009637384,0.0050479374,0.008097137133333333
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.35176948,0.44509408,0.2464163,0.3477599533333333
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.25892004,0.016065588,0.012122089,0.09570257233333335
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12764469,0.1189189,0.3094842,0.18534926333333335
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0077798516,0.0663363,0.00476157,0.02629257386666667
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.41213694,0.13221005,0.04899127,0.19777942
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125282,0.0826022,0.25133193,0.1717289833333333
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0095594395,0.0031050872,0.058048338,0.0235709549
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.00059843913,0.0015617143,0.019757459,0.00730587081
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016001314,5.5484485e-05,5.1958257e-05,0.005369585580666666
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9074683,0.9522284,0.9759278,0.9452081666666666
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68281555,0.8954723,0.25132677,0.60987154
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00025073218,0.00031984635,0.00032506807,0.0002985488666666667
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0034810994,0.008692952,0.026440145,0.012871398800000001
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.20075214,0.03405475,0.0333277,0.08937819666666667
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0864298,0.023130639,0.0037776865,0.03777937516666667
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.13160239,0.39593843,0.30324662,0.2769291466666667
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.047742505,0.03701839,0.16050263,0.08175450833333334
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.9240399,0.93389374,0.80694443,0.8882926900000001
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3046333,0.11205685,0.13932809,0.18533941333333334
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96057826,0.98325586,0.81484115,0.9195584233333333
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9766018,0.99463993,0.97725165,0.9828311266666666
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.93935287,0.9856839,0.9543264,0.9597877233333333
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.35147077,0.3144984,0.035498615,0.233822595
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.92798287,0.86610484,0.98320687,0.92576486
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0009384347,0.0030884352,0.0029858311,0.002337567
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.87741864,0.9774399,0.99204636,0.9489683000000001
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40387547,0.4719384,0.53765255,0.47115547333333335
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8164248,0.7860138,0.26508257,0.6225070566666666
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.016749658,0.04482489,0.10934347,0.05697267266666667
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.17495458,0.0029406587,0.062008116,0.07996778489999999
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0042640595,0.043419875,0.016102618,0.021262184166666667
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.02389841,0.014353725,0.017999206,0.018750447
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.018124186,0.0087937275,0.026047975,0.017655296166666667
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.1870422,0.08893377,0.027284967,0.10108697899999998
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.1243332,0.0059911935,0.12093845,0.08375428116666667
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.0021996892,0.019550053,0.25764656,0.09313210073333333
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.0013063871,0.10965127,0.029261842,0.04673983303333334
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.021954251,0.03605561,0.0059750318,0.0213282976
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.009882855,0.0012006458,0.010747217,0.0072769059333333335
