file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,2.5990498e-06,0.02111127,0.21361765,0.22322103,0.11448813726245
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.23075806,0.55480313,0.5305688,0.2418461,0.3894940225
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.011813059,0.005915537,0.04805535,0.06687343,0.033164344
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.29867056,0.31530145,0.4826862,0.20605674,0.3256787375
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.23665148,0.5503662,0.018061398,0.490829,0.3239770195
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.059746247,0.12514779,0.06996174,0.17277795,0.10690843175
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.052342784,0.0047607343,0.0076902453,0.0006859067,0.016369917575
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1967502,0.19769898,0.087276265,0.026956832,0.12717056925
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012939357,0.01201606,0.06326558,0.41058716,0.12470203925000001
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.041192062,0.016927907,0.0039593377,0.005827146,0.016976613175000002
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0021836564,0.02628206,0.025377791,0.12355908,0.04435064685
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.030798057,0.0024673515,0.010087439,0.0005914214,0.010986067225
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86300987,0.86352676,0.9103961,0.95380485,0.897684395
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.640153,0.875712,0.6856426,0.7261306,0.73190955
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0029123223,0.0060222317,0.6425733,0.009814955,0.16533070225
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.016421467,0.29146093,0.08322143,0.06245051,0.11338858425000001
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.11914143,0.051794168,0.052317224,0.12004082,0.0858234105
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0050757607,0.07489592,0.0039500906,0.023880282,0.026950513325
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00519488,0.0014706104,0.020241255,7.103912e-05,0.006744446130000001
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0070150997,0.0038170065,0.015691537,0.0655522,0.023018960800000002
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8116385,0.8327119,0.87450695,0.78389794,0.8256888225000001
