file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0022182844,0.013902548,0.05427317,0.17916842,0.062390605599999996
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.36548102,0.3984273,0.30304396,0.18098749,0.3119849425
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.012484532,0.020046884,0.05927424,0.0045060865,0.024077935625
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.3473259,0.124681056,0.10231977,0.58508277,0.28985237399999997
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.03290172,0.018912425,0.10440409,0.032962266,0.04729512525
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.027655441,0.17640318,0.24278305,0.006662724,0.11337609875
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.02017212,0.016366115,0.004802279,0.0021900388,0.010882638200000001
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.048478726,0.29909474,0.30271155,0.04149715,0.1729455415
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.5879784,0.13593064,0.18125132,0.049403243,0.23864090075
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.03303966,0.0016422652,0.08937505,0.35086933,0.1187315763
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.005888389,0.061952513,0.06374784,0.14023486,0.0679559005
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.012637229,0.012219005,0.014070108,0.12428298,0.0408023305
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.7324549,0.9138407,0.9146691,0.9232539,0.87105465
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68538654,0.7774868,0.6717101,0.5530747,0.671914535
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.02089342,0.08594764,0.007981166,0.021428285,0.03406262775
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.5177415,0.3526258,0.119035706,0.20005624,0.2973648115
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.04192243,0.07542405,0.086042665,0.068704225,0.0680233425
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.009236075,0.003154792,0.023512518,0.011060685,0.0117410175
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.312672,0.0013366318,0.17119507,0.062139325,0.1368357567
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.009491203,0.018918926,0.003494004,0.0039191195,0.008955813125
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8268571,0.82119036,0.94204104,0.9064384,0.8741317249999999
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.37233585,0.489627,0.6328952,0.51800114,0.5032147975
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.77045745,0.97281396,0.87425685,0.98398685,0.9003787775
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.93722624,0.9894944,0.9528929,0.9754304,0.9637609850000001
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9298551,0.9759856,0.9773791,0.961093,0.9610782
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.12448243,0.4234285,0.5440116,0.20819296,0.32502887250000007
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9481441,0.9298931,0.98253953,0.9728905,0.9583668075
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.016953604,0.0052081794,0.36975747,0.5282385,0.23003943835000001
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.90049005,0.9316396,0.98344433,0.92445755,0.9350078825
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.56787056,0.4789371,0.6023676,0.08583937,0.4337536575
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6601023,0.7502769,0.8029081,0.74583805,0.7397813375000001
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.075912364,0.43023896,0.07538428,0.07998332,0.16537973099999997
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.021361979,0.003131677,0.057380658,0.080467954,0.040585567
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.00015547512,0.0013439282,0.0009054978,0.123231925,0.031409206530000004
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.001215246,0.061345395,0.027755763,4.15332e-05,0.0225894843
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0025409926,0.0062634884,0.005630476,0.008657857,0.005773203499999999
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.38235545,0.032487266,0.031225737,0.038714238,0.12119567275
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0064067435,0.064996995,0.15168224,0.15969723,0.095695802125
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.049706396,0.05227141,0.010850505,0.530784,0.16090307775
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013084368,0.031860333,0.013080009,0.016453138,0.018619461999999996
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.011355342,0.09055999,0.0960736,0.046362042,0.0610877435
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0073983236,0.006956179,0.003028307,0.072341114,0.0224309809
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0022627616,0.010281851,0.021256303,0.005296049,0.00977424115
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0014062291,0.08001565,0.0006666394,0.06611306,0.037050394625
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.26635018,0.08413055,0.015784865,0.01359336,0.09496473875
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9157466,0.9566485,0.9771375,0.9687881,0.954580175
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0031104276,0.039718896,0.009982854,0.5292155,0.1455069194
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0013364422,0.003025094,6.439515e-05,0.012625913,0.0042629610875
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2093381,0.57082134,0.43934125,0.062476166,0.32049421399999994
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.29747108,0.9207987,0.8636613,0.45043695,0.6330920074999999
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.63555145,0.77107185,0.95855194,0.85286605,0.8045103225000001
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.994228,0.0446335,0.99156463,0.83328176,0.7159269724999999
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.04934157,0.01373823,0.0075876107,0.0022341956,0.018225401575
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.039744493,0.01657449,0.08613877,0.045677118,0.04703371775000001
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.01835515,0.023169711,0.009577901,0.0015742832,0.013169261299999999
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.11110657,0.030202936,0.069349214,0.010187486,0.055211551500000004
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0015569445,0.023022143,0.01879509,0.07763855,0.030253181875
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0053295023,0.010458456,0.0028405369,0.0006173557,0.004811462725
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.056192555,0.011966166,0.0024622083,0.00054124807,0.017790544342500002
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00027830518,0.06510104,0.01480528,0.051147692,0.032833079295
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.08550158,0.32479793,0.019771565,0.05708316,0.12178855875
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.005841362,0.0074814768,0.09676056,0.0124722915,0.030638922574999998
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.032565985,0.058391638,0.20813525,0.19237994,0.12286820325
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0030885423,0.33311716,0.031806618,0.4991927,0.216801255075
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.010216096,0.19087406,0.055457078,0.3094208,0.1414920085
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.62046343,0.5407152,0.29533505,0.4351931,0.472926695
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.30686107,0.2853454,0.15835863,0.038388103,0.19723830074999998
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.3253184,0.5953437,0.15618531,0.12759477,0.301110545
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.7498754,0.44282746,0.462632,0.86661154,0.6304866
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.024148231,0.00940221,0.026611278,0.028495435,0.0221642885
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0068647494,0.40889573,0.24594922,0.32375032,0.24636500485
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.09761205,0.18603852,0.23378257,0.24379638,0.19030738000000003
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.0067492714,0.11231989,0.033351317,0.003974874,0.0390988381
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.8255354,0.90938,0.847802,0.7138626,0.824145
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.62204844,0.854192,0.9077454,0.86196595,0.8114879475000001
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.96409047,0.9614367,0.91626704,0.91126233,0.938264135
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.93708384,0.94811857,0.9648802,0.99549955,0.9613955399999999
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.95855445,0.943342,0.98006195,0.97033215,0.9630726374999999
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.87459946,0.99185365,0.9971392,0.9604011,0.9559983525
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.982768,0.9864829,0.96745455,0.98882747,0.9813832299999999
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9438681,0.8953326,0.9195468,0.99334586,0.93802334
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99469984,0.9890723,0.99134326,0.982451,0.9893916
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.97301483,0.98927796,0.9922495,0.9944094,0.9872379225
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9531443,0.9947461,0.99867404,0.98206836,0.9821582
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.48875925,0.90862375,0.93061703,0.7752171,0.7758042825
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9494305,0.96644974,0.9791428,0.9689443,0.965991835
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9760118,0.9887454,0.97049785,0.98229665,0.9793879249999999
