file_id,organism,locus_tag,ess,conf,conf_bos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0028065036,0.008156974,0.0054817388
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.057683915,0.33370116,0.19569253749999999
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.013576944,0.009637384,0.011607164
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.5155601,0.44509408,0.48032708999999996
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.005335719,0.016065588,0.010700653499999999
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.029885553,0.1189189,0.0744022265
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.010686471,0.0663363,0.0385113855
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.08513819,0.13221005,0.10867412
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0478353,0.0826022,0.06521874999999999
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.023725843,0.0031050872,0.0134154651
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0024890455,0.0015617143,0.0020253798999999998
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0026131421,5.5484485e-05,0.0013343132925
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.92819536,0.9522284,0.94021188
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.8788647,0.8954723,0.8871685
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00039715538,0.00031984635,0.000358500865
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0027508289,0.008692952,0.00572189045
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.12354145,0.03405475,0.0787981
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.06539698,0.023130639,0.0442638095
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.03318478,0.39593843,0.214561605
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.08296162,0.03701839,0.059990005
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.88960636,0.93389374,0.91175005
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.39735615,0.11205685,0.2547065
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9688709,0.98325586,0.97606338
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.98907673,0.99463993,0.9918583299999999
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9777616,0.9856839,0.98172275
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.13695194,0.3144984,0.22572517
