file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.081117295
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.45705006
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0004940409
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.52325284
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.5491043
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.06871103
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0078148125
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.08101673
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.25022557
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.059556417
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.027762659
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.02919775
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.944173
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.59287745
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,7.993959e-05
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.001892625
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.020498486
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.00091953133
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,7.55041e-05
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.036222663
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.71792185
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.18586373
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.98639905
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9844732
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9940177
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.02095276
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98660916
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.077782996
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9744917
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.22024053
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.28425264
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.033114485
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.004280352
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.03390312
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.00015755475
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0018391808
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.11453268
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.12284757
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.2880892
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.03961242
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.11327955
