file_id,organism,locus_tag,ess,conf
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0008631594
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.28434196
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.049865272
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.010198161
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.00024256589
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.012841672
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0012980711
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.054917093
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.012373187
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0051522073
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.005749486
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.00047301897
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.870594
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.6906132
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00048967736
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0032923974
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.054693904
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.22340432
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.00028576032
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.18189728
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.6556579
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3710217
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.77227145
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.986286
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9064344
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.04414515
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9733253
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0014946687
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.7991993
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6282697
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.0717788
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.02335425
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.006189103
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.029095039
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,2.4645752e-07
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.00074893987
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.0037397027
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.000101178455
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.010579854
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.014238968
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.0027125375
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.002191299
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0069338097
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.009541411
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.00014359206
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.79437244
